"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005844",0.665312578269441,-1.90059929481061,2.28945590792384,-0.830153264027759,0.40645213537793,NA
"ENSG00000005882",642.279555078437,-0.0673577498050574,0.117048139536005,-0.575470486520099,0.564973145344021,0.77732929771226
"ENSG00000005884",1284.66402414799,0.348576002443482,0.127146917120546,2.74152146459832,0.00611553649010243,0.0307928076664039
"ENSG00000005889",786.83416691451,0.0820410867998808,0.0965215810653809,0.849976615533354,0.395338087431189,0.641876265593617
"ENSG00000005893",5169.76693108098,0.0669859310348851,0.0751755411809697,0.891060177054533,0.372896887502541,0.620467285198728
"ENSG00000005955",1427.9038206891,0.107824616235369,0.101503652960449,1.06227325904599,0.288111650443496,0.537565433231053
"ENSG00000005961",8.38999597244232,-0.265219952043032,0.690658108981333,-0.384010480140761,0.700970679902191,0.863118931316037
"ENSG00000006007",2204.04569096216,0.168919395708911,0.0856212195071541,1.9728683693275,0.0485105611960251,0.157335803561874
"ENSG00000006015",372.381299543716,-0.0418208282081211,0.137928322009446,-0.303206967204727,0.761732139732654,0.896526350856709
"ENSG00000006016",146.243029840321,0.288786231103058,0.221654673219227,1.30286552008509,0.192620677242758,0.4180960755496
"ENSG00000006025",160.284813182945,-0.949125253108299,0.179291842085591,-5.29374477983892,1.19836651190351e-07,1.93741302921759e-06
"ENSG00000006042",3087.24374595311,-0.0318298123720177,0.079155295144361,-0.40211854827864,0.687596782770415,0.855319168888952
"ENSG00000006047",0.758866986375946,-1.81446327736189,2.51553618012143,-0.721302794887369,0.47072323777706,NA
"ENSG00000006062",196.878532478252,-0.698325126837521,0.196550282428555,-3.55290828488816,0.00038099727361006,0.00288659576477449
"ENSG00000006114",995.873717984987,-0.513262973266529,0.0957606331568465,-5.3598535885394,8.32894252352167e-08,1.37749073316405e-06
"ENSG00000006118",433.935954113551,-0.502497255605107,0.119541332852545,-4.20354402627366,2.62768013596528e-05,0.000267283642546971
"ENSG00000006125",6741.65389743156,0.0416740465514981,0.104547535954538,0.398613378794695,0.690178102107863,0.857019168403071
"ENSG00000006128",0.663910253975736,0.351131071911937,3.46973692712552,0.101198182826739,0.919393139208597,NA
"ENSG00000006194",552.268975737327,0.101178851100427,0.122742410161706,0.82431859507345,0.409758555558385,0.656036609014822
"ENSG00000006210",9.60940043226282,1.31044542775625,0.6686406428291,1.95986505129511,0.0500115654420609,0.160784010820876
"ENSG00000006282",1369.86568384903,-0.109041134000866,0.0883076552558453,-1.23478687872475,0.2169098319778,0.449636870446614
"ENSG00000006283",62.9602514242751,-1.46691961369643,0.286753935245319,-5.11560412393809,3.12738366693788e-07,4.68560713596005e-06
"ENSG00000006327",558.91809892608,-0.256779071732926,0.210710018364997,-1.21863722344766,0.222981914371262,0.45745485887544
"ENSG00000006432",5.14267439121793,-0.114106429131663,0.835737346603545,-0.136533839962272,0.89139927459967,0.954998514500056
"ENSG00000006451",1095.51669885864,-0.55771113902797,0.1173931219605,-4.75079910742662,2.0261434890567e-06,2.60045834109032e-05
"ENSG00000006453",151.89797816819,-0.208591570091838,0.16711049787379,-1.24822541220227,0.211948520190638,0.443568466191013
"ENSG00000006459",395.717246094476,-0.00774606209158977,0.186562456940206,-0.0415199403922538,0.966881396425708,0.986788261997855
"ENSG00000006468",199.74693010171,-0.263961054132804,0.210278761730868,-1.25529108103957,0.209373111713673,0.440072394834229
"ENSG00000006530",309.169939675899,0.0044091362449397,0.126081370434834,0.0349705609142199,0.972103215495999,0.989032300103755
"ENSG00000006534",1142.48962342155,0.449242768854579,0.117420403877502,3.82593445448583,0.000130276952902589,0.00111469495507807
"ENSG00000006576",1070.42524442213,-0.430190478424642,0.0967605398780685,-4.44592887727519,8.7512900291001e-06,9.94133287775424e-05
"ENSG00000006606",4.02532897537531,-0.184330313105627,0.937064181230166,-0.196710446090939,0.844054135017833,NA
"ENSG00000006607",877.94200094218,0.597962555708844,0.115865867434837,5.1608171495815,2.45874242656946e-07,3.76212680473562e-06
"ENSG00000006625",194.197432235626,-0.163269425874731,0.160383652932503,-1.01799293687021,0.308681312710233,0.558793917596371
"ENSG00000006634",85.4649973959592,-0.358289457749536,0.208616725573147,-1.71745317526762,0.0858964029520724,0.238558400172803
"ENSG00000006638",65.7531749722519,-0.644348222438846,0.242419157870654,-2.6579921657126,0.00786077203235524,0.0379315451730223
"ENSG00000006652",1074.50656288024,-0.0435829586115588,0.0945579174620041,-0.460912843486338,0.644861136809791,0.82995717729457
"ENSG00000006695",184.225545439981,0.224398446875013,0.166711932882806,1.34602510447023,0.178294420504702,0.398290478282012
"ENSG00000006704",281.023644966221,-0.223654570265003,0.152247810463793,-1.46901666161032,0.141828270076728,0.341869777864787
"ENSG00000006712",1101.21213833867,-0.202327066396179,0.101198721402541,-1.9993045721534,0.0455754097798858,0.149923934840816
"ENSG00000006715",2215.88471308054,-0.0629380141003875,0.0861006542039822,-0.730981833788164,0.464790249086861,0.701807144589157
"ENSG00000006740",35.5877443492142,-0.0478803336818695,0.321670975116982,-0.148848784583243,0.881672954858387,0.950751939534445
"ENSG00000006744",923.846609000017,0.164816356885325,0.106541789408016,1.54696441463113,0.121871826783349,0.306279560215026
"ENSG00000006747",1.9072849127083,-0.116537209687323,1.2990206478763,-0.0897115914807383,0.928516404417744,NA
"ENSG00000006756",438.655324301586,-0.00447602241026855,0.131300122658801,-0.0340900093589404,0.972805375232693,0.989402645743122
"ENSG00000006757",148.00765660176,0.0161715564830985,0.184190909880445,0.0877977989988492,0.93003738715555,0.971727601003192
"ENSG00000006788",10.2533800835302,3.20689748843744,0.905155062422098,3.5429260925262,0.000395713586350623,0.00297305648133324
"ENSG00000006831",1093.98214371166,0.242215077051558,0.0930093730573844,2.6042007282655,0.00920888057749471,0.0430178081805399
"ENSG00000006837",11.657378739661,-0.742268314699042,0.550125156628813,-1.34927171709014,0.177249706604452,0.396744771817455
"ENSG00000007001",1.7952221831283,-1.7819781530131,1.57805826456285,-1.12922202749386,0.258804183715168,NA
"ENSG00000007038",1.69023585390461,-0.160413978407944,1.68017647749758,-0.0954744817323364,0.923937958282096,NA
"ENSG00000007047",781.530450204528,0.0905054935412286,0.102979081968107,0.878872600255445,0.379470356432524,0.626957083247345
"ENSG00000007062",0.317437892709065,-0.458273701893086,3.51321120583456,-0.130442969421254,0.896215972303223,NA
"ENSG00000007080",649.490133090773,0.240718896098632,0.114342236502148,2.10524914906759,0.0352696259996693,0.123291804356461
"ENSG00000007168",3290.37386167742,0.106979984512543,0.0762702603214316,1.40264349514069,0.160723174753589,0.372447238443797
"ENSG00000007171",1.48106019213459,0.264029923753606,1.78538376082848,0.147884129757676,0.882434213103716,NA
"ENSG00000007174",0.68284653274241,-0.82136635660023,2.28955912418162,-0.358744331135725,0.719786361396263,NA
"ENSG00000007202",4253.63112393954,-0.00646075469445449,0.0878222608591853,-0.0735662533763928,0.941355524254348,0.975511422477842
"ENSG00000007237",427.013218754781,-1.4048529003776,0.19010412745508,-7.38991267146239,1.46925278724244e-13,5.17372498114293e-12
"ENSG00000007255",128.956657198718,0.258986490597615,0.214655411046934,1.20652206871686,0.227616255097695,0.463527262814388
"ENSG00000007312",2.07843634349203,0.849278949784756,1.62477959689637,0.522704095624439,0.601180187686028,NA
"ENSG00000007314",0.779888192278321,-0.789902792364604,2.21833303278876,-0.356079443748616,0.721781071166322,NA
"ENSG00000007341",154.038241290885,0.125185816655865,0.187292127570559,0.668398711038737,0.503879118051818,0.732132011165748
"ENSG00000007372",32.2126979562145,0.305188365352974,0.336977900796329,0.905662848013973,0.365114332554115,0.61299246612841
"ENSG00000007376",251.001804971442,0.108051691548758,0.137650010593001,0.784974088147666,0.432468761169833,0.675741827760505
"ENSG00000007384",1827.5221657786,0.0635142058541658,0.0983533786479034,0.645775536410815,0.518424733324181,0.74206782685827
"ENSG00000007392",669.426352603154,-0.173407438394519,0.102062479125888,-1.69903219948862,0.0893131168140257,0.244890070241549
"ENSG00000007402",17.9101493865711,0.343761820392556,0.521819970071859,0.658774750121613,0.510040423821815,0.736570416231922
"ENSG00000007516",8.15295893729158,0.366271800391008,0.640568753382351,0.57179155002021,0.567463202619067,0.778772872850992
"ENSG00000007520",451.968409198854,0.104237398276859,0.12622313951153,0.825818456744517,0.408907082597634,0.65570134378717
"ENSG00000007541",647.054653224197,0.162623593156343,0.129178398561473,1.25890702290255,0.208063916883297,0.438396032833495
"ENSG00000007545",210.745140862408,0.093391799876233,0.148636257198357,0.628324485805645,0.529791394391439,0.750516954076488
"ENSG00000007866",1619.47548903829,0.595621190567655,0.0857044099567279,6.94971461641686,3.66025894651e-12,1.06919966693995e-10
"ENSG00000007923",614.137243210657,0.0323497968489112,0.10254894425994,0.315457141781112,0.752414586915564,0.891835062048525
"ENSG00000007933",858.947187134284,0.245450537671737,0.113304010716462,2.16630052298824,0.0302882297886393,0.109946824050187
"ENSG00000007944",339.643688264593,-0.497639976988963,0.124085465680979,-4.01046145298261,6.06001938014793e-05,0.000564117893049053
"ENSG00000007952",9.80894225185178,0.637316571471294,0.589117217892958,1.08181623642019,0.279334190544123,0.526483651895983
"ENSG00000007968",1.33782134942993,1.90649474367833,1.79390781763727,1.06276070873549,0.287890482008132,NA
"ENSG00000008018",1520.21566072976,0.0434149211035117,0.0839950797921586,0.516874574212438,0.605243717645597,0.804993381278355
"ENSG00000008056",18.0527069639333,0.704471742833396,0.472953818904607,1.48951486313188,0.136351842407961,0.332184545395186
"ENSG00000008083",301.247719397731,0.441537709252034,0.146226339090012,3.01954977468346,0.00253150692202617,0.0147417267168087
"ENSG00000008086",102.483271328295,-0.241141284678155,0.235347624252984,-1.02461745872116,0.305543723403338,0.555966605209796
"ENSG00000008118",5.82700545659315,-0.372659297357892,0.819873352835464,-0.454532759320792,0.649445418895476,0.832443133037545
"ENSG00000008128",22.3078401199844,-0.207256360128832,0.395602342300167,-0.523900740637106,0.600347579646201,0.800572037091753
"ENSG00000008130",1664.47375702091,0.776177744643546,0.124553321221636,6.2316904682323,4.61428518042015e-10,1.05501203985362e-08
"ENSG00000008196",0.55412583715655,0.201509394930056,2.7329864743798,0.073732305966053,0.941223392299476,NA
"ENSG00000008226",5.99640848503114,-0.271789773072835,0.820939389162066,-0.331071668214448,0.74059035148885,0.885107783255205
"ENSG00000008256",3716.57738197619,1.18340122464572,0.103227546694393,11.4640060966401,2.00042951548425e-30,2.72694914406239e-28
"ENSG00000008277",18.0656295809528,-0.281417896095791,0.436782285906599,-0.644297869158479,0.519382297135668,0.74272948062141
"ENSG00000008282",1964.62740873393,0.279886334678379,0.106540735574227,2.62703587665191,0.00861322522708886,0.0408073656493515
"ENSG00000008283",521.101872399896,0.00764723224563012,0.111639843210725,0.0684991310064419,0.945388311809318,0.976763739245342
"ENSG00000008294",2902.43641647337,-0.0311374200636502,0.0789482897969324,-0.394402717826322,0.693283737543356,0.858978694027071
"ENSG00000008300",87.3157793402246,0.263827708614487,0.216762177474966,1.21712981336403,0.223554829072235,0.458368914576778
"ENSG00000008311",721.942089206498,1.09570623743325,0.107934860568048,10.1515509601503,3.26138559297848e-24,3.10504615661665e-22
"ENSG00000008323",7.71779643510705,0.502316438237379,0.669129137712438,0.750701785240821,0.452832148391423,0.69273928937698
"ENSG00000008324",121.814743206551,0.538565828773885,0.214733037192657,2.50807158420941,0.0121392072067925,0.0535900133658057
"ENSG00000008382",82.4606191703064,0.063104112741901,0.214912978261784,0.29362634705585,0.769043440755267,0.899226551673058
"ENSG00000008394",3589.94313911191,0.105492872592431,0.0930716586748663,1.13345860699611,0.257021714464478,0.501417837682989
"ENSG00000008405",268.061536782411,0.0888494427452952,0.160899473265309,0.552204683720688,0.580808125769407,0.78839233404123
"ENSG00000008438",1.72194679779691,2.46797241148347,1.65587252056919,1.4904362387964,0.136109569948105,NA
"ENSG00000008441",10802.2649474509,-0.326406198587994,0.0695379411021859,-4.69392957879413,2.68006325582714e-06,3.36063123521628e-05
"ENSG00000008513",1568.49022726857,-0.595138121181921,0.0970229296341692,-6.13399454568034,8.56994578480759e-10,1.91324571280183e-08
"ENSG00000008516",2.57587993586123,-0.892904362462918,1.19122886561837,-0.74956575368026,0.453516282982521,NA
"ENSG00000008517",182.662530647809,-0.748970725833479,0.192449127536392,-3.89178550935156,9.95091991367461e-05,0.0008781601418669
"ENSG00000008710",5426.4748906373,0.480379834108959,0.129258284693208,3.71643361390049,0.00020205469928453,0.00164663598683235
"ENSG00000008735",17.3522903576922,0.377132684180455,0.476878552361552,0.790835910553861,0.42903975145539,0.672955133166691
"ENSG00000008838",1151.34323611706,-0.0257054757494306,0.095238511593761,-0.269906315410273,0.787232328442586,0.908764718055567
"ENSG00000008853",558.505610561996,0.547692434202045,0.119560223312468,4.58089169648556,4.62997579870446e-06,5.56524946705999e-05
"ENSG00000008869",708.050590202373,0.0420696491506166,0.0979057303574789,0.429695473360033,0.667417176653081,0.843854969460236
"ENSG00000008952",5081.77180033339,0.173172749242662,0.0806534286317071,2.14712197832819,0.0317835720007377,0.113936652494312
"ENSG00000008988",10815.3578041237,-0.0375291895802711,0.0732401746692134,-0.512412617115815,0.608362262508486,0.80709014231782
"ENSG00000009307",15779.7442149305,0.00918464479132726,0.0779318707595401,0.117854796783547,0.906182710489042,0.961486626130068
"ENSG00000009335",2101.66872676796,0.207645860048383,0.0804502288314362,2.58104747574372,0.00985010346995058,0.0454468620098181
"ENSG00000009413",7584.98097699963,1.09556044134431,0.126062195779591,8.69063429023407,3.60421499311683e-18,1.99551521803521e-16
"ENSG00000009694",4.48406967263446,-0.905780125754067,1.09865766906703,-0.824442545896255,0.409688148615325,NA
"ENSG00000009724",39.2836247335801,-0.399333376184955,0.300819767266569,-1.32748382798624,0.184348686067966,0.407130430809909
"ENSG00000009765",1.04124208369112,3.52976481960473,2.17008303723417,1.62655749067719,0.103831113853447,NA
"ENSG00000009780",174.392845904975,0.566358961051535,0.179949369751354,3.14732394914251,0.00164772297312597,0.0101750045177006
"ENSG00000009790",11.833414576944,-0.219770065178657,0.52704306531425,-0.416986921263481,0.676687974092356,0.84883190596812
"ENSG00000009830",419.188921048647,0.0852947078453002,0.121341846886576,0.702929039188178,0.482099972999406,0.715803912642454
"ENSG00000009844",843.598536089997,-0.0556361395701738,0.0988966677504557,-0.562568394220921,0.573728818818303,0.783675644856665
"ENSG00000009950",2.45381787341781,2.08270282402092,1.50467228286819,1.38415710034274,0.166310355966309,NA
"ENSG00000009954",2940.50155475979,-0.0406043466019448,0.091051026420536,-0.445951552642648,0.655632242117814,0.836579674136147
"ENSG00000010017",1856.34455429236,0.720836557060112,0.124481193364743,5.79072659552664,7.00825781749918e-09,1.37520819158212e-07
"ENSG00000010030",14.6965802388022,-0.846950982786343,0.487898725208871,-1.73591554768617,0.0825787682716492,0.231849330048378
"ENSG00000010072",170.187800198915,-0.0635222304028533,0.159772905904296,-0.397578237957962,0.690941104559201,0.857315834742674
"ENSG00000010165",906.031550770083,-0.0285946938264043,0.103833865292465,-0.275388898851668,0.783017471925052,0.906483993855528
"ENSG00000010219",186.523238144702,-0.239989508943655,0.151679382018012,-1.58221576163302,0.113600323400481,0.292190165422692
"ENSG00000010244",2027.73203574384,0.120498559428695,0.0793831114478252,1.51793696708264,0.12903028964376,0.319451160133436
"ENSG00000010256",1795.21830004503,0.472145944624176,0.0932269670694557,5.06447822412177,4.09520443182397e-07,5.99585911686254e-06
"ENSG00000010270",769.136583289272,0.0491831196516348,0.10591330141832,0.464371509461112,0.642381598637017,0.828662591287868
"ENSG00000010278",3881.37270015337,0.569701603240834,0.0963293441502088,5.91410237728271,3.33690295678186e-09,6.87004940553006e-08
"ENSG00000010292",1191.10401364073,0.0292512206637399,0.105991370185925,0.27597738016245,0.782565439820022,0.906377608401228
"ENSG00000010295",1202.57850824106,-0.0735931323272736,0.0982332813072841,-0.749166996642069,0.453756558430925,0.693468278614409
